Id,WnvPresent
1,0.014001861
2,0.010827336
3,0.011901321
4,0.007323919
5,0.007323919
6,0.007323919
7,0.007323919
8,0.007323919
9,0.018254427
10,0.0142273195
11,0.018254427
12,0.011339513
13,0.011339513
14,0.011339513
15,0.011339513
16,0.011339513
17,0.023323132
18,0.020294491
19,0.019852376
20,0.013770398
21,0.013770398
22,0.013770398
23,0.013770398
24,0.013770398
25,0.01456476
26,0.011342218
27,0.012380834
28,0.0076734927
29,0.0076734927
30,0.0076734927
31,0.0076734927
32,0.0076734927
33,0.009997605
34,0.008181213
35,0.008492604
36,0.00552922
37,0.00552922
38,0.00552922
39,0.00552922
40,0.00552922
41,0.01456476
42,0.011342218
43,0.012380834
44,0.0076734927
45,0.0076734927
46,0.0076734927
47,0.0076734927
48,0.0076734927
49,0.009997605
50,0.008181213
51,0.008492604
52,0.00552922
53,0.00552922
54,0.00552922
55,0.00552922
56,0.00552922
57,0.01456476
58,0.011342218
59,0.012380834
60,0.0076734927
61,0.0076734927
62,0.0076734927
63,0.0076734927
64,0.0076734927
65,0.01456476
66,0.011342218
67,0.012380834
68,0.0076734927
69,0.0076734927
70,0.0076734927
71,0.0076734927
72,0.0076734927
73,0.01456476
74,0.011342218
75,0.012380834
76,0.0076734927
77,0.0076734927
78,0.0076734927
79,0.0076734927
80,0.0076734927
81,0.01456476
82,0.011342218
83,0.012380834
84,0.0076734927
85,0.0076734927
86,0.0076734927
87,0.0076734927
88,0.0076734927
89,0.14114411
90,0.11313042
91,0.12233639
92,0.07917413
93,0.07917413
94,0.07917413
95,0.07917413
96,0.07917413
97,0.14114411
98,0.11313042
99,0.12233639
100,0.07917413
101,0.07917413
102,0.07917413
103,0.07917413
104,0.07917413
105,0.009463865
106,0.007743686
107,0.008038558
108,0.005232772
109,0.005232772
110,0.005232772
111,0.005232772
112,0.005232772
113,0.01456476
114,0.011342218
115,0.012380834
116,0.0076734927
117,0.0076734927
118,0.0076734927
119,0.0076734927
120,0.0076734927
121,0.01456476
122,0.011342218
123,0.012380834
124,0.0076734927
125,0.0076734927
126,0.0076734927
127,0.0076734927
128,0.0076734927
129,0.01456476
130,0.011342218
131,0.012380834
132,0.0076734927
133,0.0076734927
134,0.0076734927
135,0.0076734927
136,0.0076734927
137,0.01456476
138,0.011342218
139,0.012380834
140,0.0076734927
141,0.0076734927
142,0.0076734927
143,0.0076734927
144,0.0076734927
145,0.023323132
146,0.020294491
147,0.019852376
148,0.013770398
149,0.013770398
150,0.013770398
151,0.013770398
152,0.013770398
153,0.015283359
154,0.011342218
155,0.012993097
156,0.0076734927
157,0.0076734927
158,0.0076734927
159,0.0076734927
160,0.0076734927
161,0.01456476
162,0.011342218
163,0.012380834
164,0.0076734927
165,0.0076734927
166,0.0076734927
167,0.0076734927
168,0.0076734927
169,0.013021213
170,0.010136687
171,0.011066136
172,0.0068551893
173,0.0068551893
174,0.0068551893
175,0.0068551893
176,0.0068551893
177,0.01456476
178,0.011342218
179,0.012380834
180,0.0076734927
181,0.0076734927
182,0.0076734927
183,0.0076734927
184,0.0076734927
185,0.01456476
186,0.011342218
187,0.012380834
188,0.0076734927
189,0.0076734927
190,0.0076734927
191,0.0076734927
192,0.0076734927
193,0.021212218
194,0.012475705
195,0.018049778
196,0.008443475
197,0.008443475
198,0.008443475
199,0.008443475
200,0.008443475
201,0.01456476
202,0.011342218
203,0.012380834
204,0.0076734927
205,0.0076734927
206,0.0076734927
207,0.0076734927
208,0.0076734927
209,0.01456476
210,0.011342218
211,0.012380834
212,0.0076734927
213,0.0076734927
214,0.0076734927
215,0.0076734927
216,0.0076734927
217,0.01456476
218,0.011342218
219,0.012380834
220,0.0076734927
221,0.0076734927
222,0.0076734927
223,0.0076734927
224,0.0076734927
225,0.009463865
226,0.007743686
227,0.008038558
228,0.005232772
229,0.005232772
230,0.005232772
231,0.005232772
232,0.005232772
233,0.013179383
234,0.010260173
235,0.0112008285
236,0.0069389865
237,0.0069389865
238,0.0069389865
239,0.0069389865
240,0.0069389865
241,0.018879788
242,0.014358104
243,0.01605937
244,0.009723452
245,0.009723452
246,0.009723452
247,0.009723452
248,0.009723452
249,0.01456476
250,0.011342218
251,0.012380834
252,0.0076734927
253,0.0076734927
254,0.0076734927
255,0.0076734927
256,0.0076734927
257,0.009463865
258,0.007743686
259,0.008038558
260,0.005232772
261,0.005232772
262,0.005232772
263,0.005232772
264,0.005232772
265,0.013021213
266,0.010136687
267,0.011066136
268,0.0068551893
269,0.0068551893
270,0.0068551893
271,0.0068551893
272,0.0068551893
273,0.01456476
274,0.011342218
275,0.012380834
276,0.0076734927
277,0.0076734927
278,0.0076734927
279,0.0076734927
280,0.0076734927
281,0.010320659
282,0.008029507
283,0.008767457
284,0.0054264213
285,0.0054264213
286,0.0054264213
287,0.0054264213
288,0.0054264213
289,0.010320659
290,0.008029507
291,0.008767457
292,0.0054264213
293,0.0054264213
294,0.0054264213
295,0.0054264213
296,0.0054264213
297,0.01456476
298,0.011342218
299,0.012380834
300,0.0076734927
301,0.0076734927
302,0.0076734927
303,0.0076734927
304,0.0076734927
305,0.009403413
306,0.007482252
307,0.007987144
308,0.0050556767
309,0.0050556767
310,0.0050556767
311,0.0050556767
312,0.0050556767
313,0.01456476
314,0.011342218
315,0.012380834
316,0.0076734927
317,0.0076734927
318,0.0076734927
319,0.0076734927
320,0.0076734927
321,0.016245088
322,0.01265555
323,0.012380834
324,0.0076734927
325,0.0076734927
326,0.0076734927
327,0.0076734927
328,0.0076734927
329,0.01456476
330,0.011342218
331,0.012380834
332,0.0076734927
333,0.0076734927
334,0.0076734927
335,0.0076734927
336,0.0076734927
337,0.01456476
338,0.012475458
339,0.012380834
340,0.009519598
341,0.009519598
342,0.009519598
343,0.009519598
344,0.009519598
345,0.013021213
346,0.010136687
347,0.011066136
348,0.0068551893
349,0.0068551893
350,0.0068551893
351,0.0068551893
352,0.0068551893
353,0.01456476
354,0.012475458
355,0.012380834
356,0.009519598
357,0.009519598
358,0.009519598
359,0.009519598
360,0.009519598
361,0.018879788
362,0.014358104
363,0.01605937
364,0.009723452
365,0.009723452
366,0.009723452
367,0.009723452
368,0.009723452
369,0.01456476
370,0.011342218
371,0.012380834
372,0.0076734927
373,0.0076734927
374,0.0076734927
375,0.0076734927
376,0.0076734927
377,0.018254427
378,0.0142273195
379,0.018254427
380,0.011339513
381,0.011339513
382,0.011339513
383,0.011339513
384,0.011339513
385,0.01456476
386,0.011342218
387,0.012380834
388,0.0076734927
389,0.0076734927
390,0.0076734927
391,0.0076734927
392,0.0076734927
393,0.01456476
394,0.011342218
395,0.012380834
396,0.0076734927
397,0.0076734927
398,0.0076734927
399,0.0076734927
400,0.0076734927
401,0.01456476
402,0.011342218
403,0.012380834
404,0.0076734927
405,0.0076734927
406,0.0076734927
407,0.0076734927
408,0.0076734927
409,0.009403413
410,0.007482252
411,0.007987144
412,0.0050556767
413,0.0050556767
414,0.0050556767
415,0.0050556767
416,0.0050556767
417,0.0075099985
418,0.0060047624
419,0.0063770595
420,0.0040553953
421,0.0040553953
422,0.0040553953
423,0.0040553953
424,0.0040553953
425,0.0075099985
426,0.0060047624
427,0.0063770595
428,0.0040553953
429,0.0040553953
430,0.0040553953
431,0.0040553953
432,0.0040553953
433,0.01456476
434,0.011342218
435,0.012380834
436,0.0076734927
437,0.0076734927
438,0.0076734927
439,0.0076734927
440,0.0076734927
441,0.01456476
442,0.011342218
443,0.012380834
444,0.0076734927
445,0.0076734927
446,0.0076734927
447,0.0076734927
448,0.0076734927
449,0.0075099985
450,0.0060047624
451,0.0063770595
452,0.0040553953
453,0.0040553953
454,0.0040553953
455,0.0040553953
456,0.0040553953
457,0.14114411
458,0.11313042
459,0.12233639
460,0.07917413
461,0.07917413
462,0.07917413
463,0.07917413
464,0.07917413
465,0.01456476
466,0.011342218
467,0.012380834
468,0.0076734927
469,0.0076734927
470,0.0076734927
471,0.0076734927
472,0.0076734927
473,0.01456476
474,0.011342218
475,0.012380834
476,0.0076734927
477,0.0076734927
478,0.0076734927
479,0.0076734927
480,0.0076734927
481,0.01456476
482,0.011342218
483,0.012380834
484,0.0076734927
485,0.0076734927
486,0.0076734927
487,0.0076734927
488,0.0076734927
489,0.010320659
490,0.008029507
491,0.008767457
492,0.0054264213
493,0.0054264213
494,0.0054264213
495,0.0054264213
496,0.0054264213
497,0.01456476
498,0.011342218
499,0.012380834
500,0.0076734927
501,0.0076734927
502,0.0076734927
503,0.0076734927
504,0.0076734927
505,0.01456476
506,0.011342218
507,0.012380834
508,0.0076734927
509,0.0076734927
510,0.0076734927
511,0.0076734927
512,0.0076734927
513,0.014001861
514,0.010827336
515,0.011901321
516,0.007323919
517,0.007323919
518,0.007323919
519,0.007323919
520,0.007323919
521,0.01456476
522,0.011342218
523,0.012380834
524,0.0076734927
525,0.0076734927
526,0.0076734927
527,0.0076734927
528,0.0076734927
529,0.01456476
530,0.011342218
531,0.012380834
532,0.0076734927
533,0.0076734927
534,0.0076734927
535,0.0076734927
536,0.0076734927
537,0.01456476
538,0.011342218
539,0.012380834
540,0.0076734927
541,0.0076734927
542,0.0076734927
543,0.0076734927
544,0.0076734927
545,0.01456476
546,0.011342218
547,0.012380834
548,0.0076734927
549,0.0076734927
550,0.0076734927
551,0.0076734927
552,0.0076734927
553,0.016245088
554,0.01265555
555,0.012380834
556,0.0076734927
557,0.0076734927
558,0.0076734927
559,0.0076734927
560,0.0076734927
561,0.018879788
562,0.014358104
563,0.01605937
564,0.009723452
565,0.009723452
566,0.009723452
567,0.009723452
568,0.009723452
569,0.01456476
570,0.011342218
571,0.012380834
572,0.0076734927
573,0.0076734927
574,0.0076734927
575,0.0076734927
576,0.0076734927
577,0.009403413
578,0.007482252
579,0.007987144
580,0.0050556767
581,0.0050556767
582,0.0050556767
583,0.0050556767
584,0.0050556767
585,0.01456476
586,0.011342218
587,0.012380834
588,0.0076734927
589,0.0076734927
590,0.0076734927
591,0.0076734927
592,0.0076734927
593,0.013104944
594,0.010202051
595,0.012599047
596,0.0078093945
597,0.0078093945
598,0.0078093945
599,0.0078093945
600,0.0078093945
601,0.013104944
602,0.010202051
603,0.012599047
604,0.0078093945
605,0.0078093945
606,0.0078093945
607,0.0078093945
608,0.0078093945
609,0.01456476
610,0.011342218
611,0.012380834
612,0.0076734927
613,0.0076734927
614,0.0076734927
615,0.0076734927
616,0.0076734927
617,0.01456476
618,0.011342218
619,0.012380834
620,0.0076734927
621,0.0076734927
622,0.0076734927
623,0.0076734927
624,0.0076734927
625,0.01456476
626,0.011342218
627,0.012380834
628,0.0076734927
629,0.0076734927
630,0.0076734927
631,0.0076734927
632,0.0076734927
633,0.01456476
634,0.011342218
635,0.012380834
636,0.0076734927
637,0.0076734927
638,0.0076734927
639,0.0076734927
640,0.0076734927
641,0.01456476
642,0.011342218
643,0.012380834
644,0.0076734927
645,0.0076734927
646,0.0076734927
647,0.0076734927
648,0.0076734927
649,0.01456476
650,0.011342218
651,0.012380834
652,0.0076734927
653,0.0076734927
654,0.0076734927
655,0.0076734927
656,0.0076734927
657,0.01456476
658,0.011342218
659,0.012380834
660,0.0076734927
661,0.0076734927
662,0.0076734927
663,0.0076734927
664,0.0076734927
665,0.01456476
666,0.011342218
667,0.012380834
668,0.0076734927
669,0.0076734927
670,0.0076734927
